score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer
544000,Maruti,New Wagon-R,VXI 1.0,2023,Manual,Petrol,1,10635,10138
544000,Tata,TIGOR,XZ PLUS PETROL,2020,Manual,Petrol,1,10635,38912
542000,Hyundai,Elite i20,ASTA 1.2 (O),2017,Manual,Petrol,1,10596,91384
542000,Maruti,New Wagon-R,VXI 1.0,2022,Manual,Petrol,1,10596,17656
541194,Maruti,Swift,VXI,2019,Manual,Petrol,1,10580,49813
540000,Nissan,MAGNITE,XL,2021,Manual,Petrol,1,10557,32608
539000,Honda,Amaze,1.2L I-VTEC S,2019,Manual,Petrol,1,10538,73296
537000,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2016,Automatic,Petrol,1,10498,38274
536000,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,2020,Automatic,Petrol,2,10479,38030
534000,Maruti,IGNIS,ZETA 1.2 AMT,2020,Automatic,Petrol,1,10440,20837
533000,Honda,Amaze,1.2L I-VTEC S,2020,Manual,Petrol,1,10420,93187
531000,Volkswagen,Polo,HIGHLINE1.2L,2017,Manual,Petrol,1,10381,49013
531000,Maruti,Baleno,DELTA DIESEL 1.3,2017,Manual,Diesel,1,10381,81353
530413,Ford,Figo Aspire,TITANIUM 1.2 PETROL,2020,Manual,Petrol,1,10370,28504
530000,Nissan,MAGNITE,XL TURBO,2021,Manual,Petrol,2,10362,91786
530000,Hyundai,Elite i20,SPORTZ 1.2,2017,Manual,Petrol,1,10362,26167
530000,Honda,Jazz,1.2L I-VTEC V CVT,2019,Automatic,Petrol,1,10362,70523
529000,Maruti,Swift Dzire,VDI,2015,Manual,Diesel,1,13931,55267
526000,Tata,Tiago,XT PETROL,2022,Manual,Petrol,1,10283,39282
526000,Renault,TRIBER,RXZ,2019,Manual,Petrol,1,10283,47167
525000,Maruti,Eeco,5 STR AC,2023,Manual,Petrol,1,10264,24505
525000,Volkswagen,Ameo,HIGHLINE PLUS 1.0L 16 ALLOY,2018,Manual,Petrol,1,10264,63911
524000,Tata,Tiago,XZA PLUS PETROL,2020,Automatic,Petrol,1,10244,38170
523000,Maruti,S PRESSO,VXI PLUS AMT,2022,Automatic,Petrol,1,10225,14654
520000,Volkswagen,Polo,HIGHLINE1.5L,2016,Manual,Diesel,2,11567,98541
520000,Maruti,S PRESSO,VXI+,2024,Manual,Petrol,1,10166,8463
517000,Maruti,Ciaz,ZETA 1.4  MT PETROL,2017,Manual,Petrol,1,10107,94526
515000,Hyundai,Elite i20,SPORTZ 1.2,2017,Manual,Petrol,1,10068,32673
514000,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2016,Automatic,Petrol,1,10049,83274
514000,Honda,Jazz,1.2L I-VTEC V,2018,Manual,Petrol,2,10049,25022
513700,Maruti,Dzire,ZXI PLUS AMT,2017,Automatic,Petrol,1,10043,76620
512000,Maruti,Baleno,DELTA PETROL 1.2,2018,Manual,Petrol,1,10010,77306
510000,Hyundai,Elite i20,ASTA 1.2 DUAL TONE,2017,Manual,Petrol,1,11345,115600
510000,Maruti,IGNIS,ALPHA 1.2,2018,Manual,Petrol,1,9971,46965
509000,Hyundai,Elite i20,SPORTZ PLUS 1.2,2019,Manual,Petrol,1,9951,98934
509000,Maruti,Swift,LXI,2021,Manual,Petrol,1,9951,90442
508000,Maruti,New Wagon-R,VXI CNG 1.0,2022,Manual,CNG,1,9931,76520
507000,Tata,Tiago,XZA PLUS PETROL,2020,Automatic,Petrol,2,9912,25350
506000,Maruti,Dzire,VXI AMT,2018,Automatic,Petrol,2,9892,36443
